ad_id,headline_1,headline_2,description_1,description_2,description_3,simulated_ctr,simulated_cpc,simulated_cpa
46d30afb999547138ab04d66dd2c3bd7,Stylish Cuts for Busy Professionals,Premium Haircare in Berlin's Mitte,"Book your appointment online! Fast, efficient & professional hair styling.","Top stylists, convenient location, exceptional service.  Modern salon.","Expert cuts, color & treatments.  Perfect for your busy lifestyle.",5.0,0.3,10.0
bbf20ca71463449bae969dc6ccd8b889,Bridal Hair Styling London,Wedding Hair Updos & Braids,Expert bridal hair stylists. Book your trial now!,Stunning wedding hairstyles.  Free consultations.,Make your big day perfect.  Call us today!,5.0,0.3,10.0
6099e31a3eaa498e8117579008c092c4,"Trendy Hair, Sydney Style",Book Your Chic Look Now!,Fashion-forward cuts & colours. Top stylists. Book online!,Sydney's hottest salon. Get the Insta-worthy hair you deserve.,"Balayage, highlights, extensions.  Special offers inside!",4.29,0.33,10.0
ea858046f4844f18a452872d0d1f5c1d,"Stunning Hair, Sydney Style",Book Your Appointment Today!,"Expert stylists, top-quality products.  Book online now!","Hair cuts, color, styling & more.  Free consultations!",Luxury salon experience at affordable prices. Call us!,4.29,0.33,10.0
8095a2a67e614153a852611d634941f2,Hair Salon Near You,Best Hair Stylists in NYC,Affordable haircuts & styles. Book online!,"Experienced stylists, top-quality products.",New client specials!  Call or book now.,2.66,1.18,50.0
97c4d4f5d26b4d278fc14f3da232417c,Hochzeit Frisuren München,Brautfrisuren: Ihr Traumtag,Professionelle Brautfrisuren in München. Termin buchen!,Individuelle Beratung & Styling für Ihre Hochzeit.,Hochwertige Produkte & erfahrene Stylisten. Jetzt anfragen!,5.0,0.3,10.0
ac93bf02d8aa499a93f4da199f1101a0,NYC Trendy Haircuts,Style Your Best Look,Fashion-forward haircuts & color. Book now!,Get the perfect NYC style. Free Consult!,"Trendy salon, experienced stylists. Book online.",2.66,1.12,95.0
91ae83be79c947b390daf2c2c910ec97,Tokyo Bridal Hair Styling,Wedding Hair & Makeup Tokyo,Beautiful bridal hairstyles. Book your consultation today!,Expert wedding hair stylists in Tokyo. Special offers available.,Make your wedding day perfect with our stunning bridal hair designs.,1.49,2.23,78.0
bc1e5cddea8e491b871902a93c2aa844,Trendy London Haircuts,Style Your Best Look,Get the perfect on-trend hairstyle. Book now!,Fashion-forward cuts & colours. Top stylists.,Affordable luxury hair salon in London. Book online!,5.0,0.3,10.0
aea0be92a6d543af811f1c3f07e3ada0,Stylish Tokyo Haircuts,Professional Hair Salon,Expert stylists. Convenient location. Book now!,Upscale salon for discerning professionals. Free consultation.,Modern cuts & colors.  Quick & efficient service.  Book online.,5.0,0.3,10.0
770830bf7666458cbd14adbbcec47d6f,Coiffure professionnelle Paris,Salon de coiffure pour cadres,"Coupe, couleur, brushing. Rendez-vous en ligne. Professionnels bienvenus!",Services de coiffure haut de gamme à Paris.  Offres spéciales pour professionnels.,"Accès facile, horaires flexibles. Réservez votre créneau dès aujourd'hui.",5.0,0.3,10.0
1d7df19f6a0e4281be781328d312f968,Trendy Haircuts Berlin,"Stylish Hair, Berlin","Book your appointment now! Top stylists, best trends.",Fashion-forward cuts & colors.  Modern salon in Berlin.,Get the perfect look.  Affordable luxury hair salon.,5.0,0.3,10.0
c5bfe2f9255c4e1c8ea575267a7d58ce,Trendfrisuren München,Haarstyling für Fashionistas,"Moderne Schnitte, angesagte Farben. Buche jetzt deinen Termin!","Top Stylisten, exklusive Produkte. Dein neuer Look wartet!",Individuelle Beratung & perfektes Styling. Lass dich inspirieren!,5.0,0.3,10.0
3b17d74e90c74cd1bac7f4439aaace4f,Hair Cuts & Styling in Toronto,Best Hair Salon Near You,Book your appointment today!  Affordable prices.,Experienced stylists.  Walk-ins welcome.,Get the look you've always wanted!,2.66,1.29,55.0
890250bf3e0b42268928e512b6d6b2f9,Sydney Bridal Hair Stylist,Wedding Hair & Makeup - Book Now,Stunning bridal hair styles.  Experienced stylists. Free consultations. Book your dream look!,Specialising in bridal updos & hairstyles.  Affordable luxury.  Get your perfect wedding day look.,Award-winning bridal hair salon in Sydney.  Book your trial today!  Stress-free wedding prep.,4.29,0.33,10.0
7a058bc9ee3c40d3a6b91db47834640c,Brautstyling Berlin,Hochzeit Frisuren Berlin,Perfekte Hochzeitsfrisur? Termin buchen!,Professionelles Braut Make-up & Styling,Ihr Traumlook für den schönsten Tag,2.66,1.29,55.0
4da41b71362a49e68da9a34cce1c65a7,Nuovo look? Vieni da noi!,Salone capelli Roma,Prenota il tuo appuntamento! Offerte speciali.,"Taglio, colore, piega. I migliori parrucchieri a Roma.",Esperienza e professionalità al tuo servizio.,2.66,1.29,55.0
bdcb2d977ddf4bcea56a95a204541dff,Wedding Hair Styling Rome,Bridal Hair & Makeup,Beautiful bridal hairstyles. Book your consultation today!,Expert stylists for your special day.  Free quote available.,"Perfect wedding hair, stress-free planning. Call now!",2.62,1.12,47.5
dbcf54af84e345b58967a6ba29675adb,Stylish Cuts for Busy Pros,NYC's Best Salon for Professionals,"Quick, stylish haircuts. Convenient booking. Premium service. Book now!",Upscale salon near you. Expert stylists. Perfect for professionals on the go.,Relax and rejuvenate. Expert hair care.  Special offers for professionals.,5.14,0.28,10.0
bdecad601164496583db8bd473caf411,"Trendy Hair, London",Style Your Best Look,Top stylists.  Book your appointment now!,Fashion-forward cuts & colours.  Free consultation.,Get the perfect Instagram-worthy hair.  Book today!,4.29,0.33,10.0
aa33dc75d88641109532283f653929aa,Stylish Haircuts for Professionals,Modern Hair Salon in Munich,Book your appointment today! Expert stylists near you.,Professional haircuts & styling. Convenient location in Munich.,"Quick, efficient & stylish. Perfect for busy professionals.",1.91,1.67,75.0
f9c51fac4a2346169a7df4ccab33ed90,Bridal Hair Styling Sydney,Wedding Hair Updos & More,Gorgeous bridal hair for your special day. Book your consultation!,"Experienced stylists, beautiful results.  Free bridal quote.","Perfect wedding hair, stress-free planning. Call us today!",1.91,1.67,75.0
5aa45871ad4d4ce5928dc52c51f68b74,Stylish Cuts for Busy Pros,NYC's Best Salon for Professionals,"Quick, professional haircuts. Book online!","Upscale salon, convenient location. Expert stylists.",Stress-free appointments. Modern & efficient service.,5.0,0.3,10.0
8f7838291ca84432b59bc5c18e421cc8,Chic Parisian Hairstyles,Trendy Cuts & Colors,"Book your appointment today!  Top stylists, trendy looks.",Fashion-forward hair salon in Paris.  Affordable luxury.,Get the perfect look for your next event. Call us now!,1.92,1.73,78.0
8fb4a7d7903e4589bff5694d3561aa2e,Hair Salon in Rome,Best Hair Cuts in Rome,Affordable haircuts & styling. Book now!,Experienced stylists. Modern salon. Call us!,Great hair starts here! Near you in Rome.,3.7,0.94,80.0
28b777436a14447f8625e1239246c190,Bridal Hair Styling NYC,"Wedding Hair, Makeup & More",Gorgeous bridal hairstyles. Book your consultation today!,Special offers for NYC brides.  Call now!,Expert stylists for your big day. Free quote.,3.71,1.29,112.0
bcdadffa0d7e4bc193f3a9953c24e0d9,Stylish Haircuts in LA,Best Hair Salon Near You,"Book your appointment today!  Experienced stylists, top brands.",Get the look you've always wanted.  Free consultations available.,"Hair coloring, cuts, styling & more.  Walk-ins welcome!",5.0,0.3,10.0
da35243f258f44d6a71d2839df08fcb3,Stylish Tokyo Haircuts,Professional Hair Styling,Top Tokyo salon for professionals. Book your appointment today!,"Quick, efficient, & stylish cuts. Convenient location in Tokyo.","Expert stylists, premium products. Elevate your look.",5.0,0.3,10.0
f22119c9da2a48368ea2129c596c2d14,Stunning Bridal Hair in Rome,Your Dream Wedding Hair Starts Here,"Expert stylists, bridal packages. Book your consultation today!",Award-winning salon.  Special offers for brides. Free consultation.,Make your wedding day unforgettable with perfect bridal hair.,5.0,0.3,10.0
efaca418b3664af29f74ee2006e9914c,Stylish Haircuts in Tokyo,Top Tokyo Hair Salon - Book Now,"Expert stylists, trendy cuts & colors.  Book your appointment today!",Get the perfect look.  High-quality hair services near you.,Affordable luxury hair salon in Tokyo.  Free consultations available.,4.29,0.33,10.0
40388af3b4774f6f89f0051a38922b67,Stylish Tokyo Haircuts,Professional Hair Salon,Top stylists. Convenient location. Book now!,Modern salon. Expert cuts & color.  Free consultation.,Upscale hair salon for busy professionals. Quick & efficient.,4.29,0.33,10.0
61cbb7d7c2414b34969e450f41a214f9,Stylish Haircuts in Tokyo,Tokyo's Best Hair Salon,"Book your appointment today!  Affordable prices, expert stylists.",Experience luxury hair care in the heart of Tokyo.,New clients get 10% off their first visit!,1.92,1.93,87.0
434a78df73c849f69423d0a198fcb7b6,Stylish Cuts for Professionals,Berlin's Best Salon for Busy People,Premium hair services in Berlin. Book your appointment today!,"Fast, efficient, and stylish haircuts.  Perfect for professionals.",Convenient location & flexible hours.  Get the look you deserve.,4.29,0.33,10.0
a1370a61bd5f45cb81fdc535678bb7b0,Hochzeit Frisuren München,Brautfrisuren: Ihr Traumtag,Professionelle Brautfrisuren in München. Termin vereinbaren!,Perfekte Hochzeit Frisur? Wir beraten Sie gerne!,Ihr Spezialist für Brautstyling in München. Jetzt buchen!,1.36,2.72,87.0
66ea74acc55e41e596cb57fee0945d17,Trendy Haircuts in Paris,"Stylish Hair, Parisian Chic","Book your appointment today!  Top stylists, trendy cuts.",Fashionable hairstyles for young adults.  Near you in Paris!,Get the perfect look.  Affordable luxury hair salon.,2.66,0.88,37.5
83bbf5ff008148d0990bf2bd8c75d255,Stylish Cuts for Busy Professionals,LA's Best Salon for Executive Looks,"Quick, professional haircuts. Book online now!",Convenient location & premium hair care. ,Expert stylists. Modern salon. Book your appointment today!,1.92,1.93,87.0
49b28522f82a4813a42bff73bdf7a672,Stylish Haircuts for Professionals,Rome's Best Salon for Busy Professionals,"Quick, professional haircuts. Book online now!",Modern salon near you. Expert stylists. Top quality.,Convenient appointments. Perfect style for your busy life.,4.29,0.33,10.0
eeaeb4a3b57b4972b0b2b6661fd10a66,Stylish Haircuts for Professionals,Rome's Best Salon for Busy Professionals,"Quick, professional haircuts. Book online!",Convenient location near city center.  Appointments available.,Expert stylists cater to professional needs.  Call now!,1.92,1.67,75.0
7b8e0fa3cc034219a325a4ba63b29076,Hochzeitsfrisuren München,Brautfrisur Traumhaft Schön,Professionelle Brautfrisuren in München. Beratung & Buchung online!,Ihr perfekter Hochzeit Look!  Termine jetzt sichern.,"Exklusive Brautfrisuren, Make-up & Styling in München. Jetzt anfragen!",4.29,0.33,10.0
8fc72e22967643b380066e5a308b2429,Stylish Cuts for Busy Pros,Sydney's Best Hair Salon for Professionals,"Quick, professional cuts & styles. Book online today!",Premium hair care services in Sydney CBD.  Appointments available.,Expert stylists. Convenient location. Book your appointment now!,5.14,0.28,9.09
2bc10ae8f4cc4557b748c378e7c92a0e,Bridal Hair Styling in Toronto,"Your Dream Wedding Hair, Done",Expert bridal hairstylists. Book your consultation today!,Stunning updos & styles for your special day. Free quote!,Trial runs & wedding day hair services. Toronto's best!,5.0,0.3,10.0
f6c0a483bdea485eacaee6fe64c89724,Hochzeitsfrisuren München,"Brautfrisuren, perfekt gestylt",Ihr Traum-Hochzeitslook!  Termine online buchen.,Professionelle Brautfrisuren in München. Jetzt beraten lassen!,Exklusive Brautfrisuren & Make-up.  Unverbindliches Angebot.,1.92,1.93,87.0
42bdb3a2e62a4e95939f0fab414afe8d,Stylish Cuts for Busy Professionals,London's Best Hair Salon for Executives,"Quick, expert haircuts. Book online now!",Premium hair services near you.  Appointments available.,Convenient city location.  Modern styling techniques.,5.14,0.28,9.09
74f3b5189dc74ae0bdabde8b13f833cc,Stylish Tokyo Haircuts,Professional Hair Salon,Expert stylists. Convenient location. Book your appointment today!,Upscale salon for busy professionals. Quick & efficient service.,Modern cuts & colors.  Perfect for your busy lifestyle.,5.14,0.28,10.0
88c3746d0eb647f4a2e04f6ea38926e0,Professional Hair Styling LA,Upscale Cuts for Busy Pros,"Quick, stylish haircuts. Book online today!",Convenient appointment scheduling. Top stylists.,Downtown LA salon. Modern cuts & color.,1.92,1.73,78.0
1d8c9a2beb744e7280a7b34f0c13fa91,Stylish Haircuts in Rome,Best Hair Salon Near You,Book your appointment today!  Great prices & expert stylists.,"Modern salon, experienced stylists. Call now for a consultation!",Get the look you've always wanted.  We use premium products.,2.66,1.29,110.0
f2354d65326d4566b72a396bc2678029,Trendy Tokyo Hairstyles,Stylish Cuts & Color,Book your appointment today!  Top stylists in Shibuya.,Fashion-forward hair salon.  See our latest looks!,Affordable prices & amazing results.  Call now!,2.66,1.18,50.0
92de9ccb32a7458da7410d57fceff9e2,Stylish Haircuts in NYC,Best Hair Salon Near You,"Book your appointment today!  Expert stylists, amazing deals.","Experience luxury hair care.  Color, cuts, & styling.",Top-rated NYC salon.  Modern cuts & classic styles.,5.0,0.3,10.0
6f3549a059ba48f9ab0caf3ab992d2b7,"Trendy Hair, Sydney Style",Book Your Chic Look Now!,Get the perfect on-trend haircut.  Book online today!,Fashion-forward styles for the modern Sydneysider.,"Balayage, highlights, & more!  Top stylists await.",5.14,0.28,9.09
4745fc82c1cc40e18d45dfa2d309b853,東京ブライダルヘア,結婚式ヘアセット予約,美しいブライダルヘアで最高の思い出を。東京のヘアサロンで特別な一日を演出,経験豊富なスタイリストが、あなただけのヘアスタイルを創ります。無料相談受付中！,ヘアメイク、着付けも承ります。挙式、披露宴、前撮りまでトータルサポート,5.0,0.3,10.0
7ca2467de8fc4bc28e79537aa38c39e4,Stylish Cuts for Busy Professionals,Premium Haircare in Berlin Mitte,"Book your appointment online.  Expert stylists, convenient location. ","Quick, professional haircuts.  Modern salon, central Berlin.",Perfect your look for your next meeting.  Call or book now!,5.0,0.3,10.0
