industry,region,target_audience,performance_tier,headline_1,headline_2,description_1,description_2,description_3,keywords,simulated_impressions,simulated_clicks,simulated_conversions,simulated_cost,simulated_ctr,simulated_conversion_rate,simulated_cpc,simulated_cpa
Gym,"Los Angeles, USA",Fitness Enthusiasts,high,Transform Your Body Today!,LA's Best Fitness Experience,Get fit with our state-of-the-art equipment & expert trainers. Free trial!,Achieve your fitness goals. Personalized plans & supportive community.,Affordable gym memberships.  Sign up now and start your journey!,"gym los angeles, fitness los angeles, personal trainer los angeles, best gym la, workout classes los angeles",35000,1500,50,500,4.29,3.33,0.33,10.0
Gym,"London, UK",Health-conscious Adults,mid,Get Fit in London!,Transform Your Body,"Top-rated gym in London. Personal trainers, state-of-the-art equipment. Free trial!",Achieve your fitness goals with our expert guidance and supportive community.,"Join London's best gym! Weight loss, muscle gain, improved health. Sign up today!","gym london, fitness london, personal trainer london, weight loss london, health club london",10000,500,15,150,5.0,3.0,0.3,10.0
Gym,"London, UK",Young Professionals,mid,Get Fit in London!,Your City. Your Gym.,Modern gym with top equipment.  Free weights & classes. Join today!,Affordable gym membership for London's young professionals. Start your fitness journey!,Convenient location & flexible plans. Get in shape in Central London!,"gym london, fitness london, best gym central london, affordable gym, young professional gym",10000,500,15,150,5.0,3.0,0.3,10.0
Gym,"Berlin, Germany",Students,high,Fitter Student Life!,Student Gym Deals Berlin,Affordable gym memberships for students in Berlin. Get fit & strong!,Top gym equipment & classes. Student discounts available. Sign up now!,Train with friends! Best student gym in Berlin. Free trial included.,"student gym berlin, cheap gym berlin students, fitness student berlin, student discounts gym berlin, university gym berlin",35000,1500,50,500,4.29,3.33,0.33,10.0
Gym,"Los Angeles, USA",Young Professionals,mid,"Get Fit, LA!",Your LA Fitness Journey Starts Here,"Modern gym, top equipment, expert trainers.  Free trial!",Achieve your fitness goals with our tailored programs. Sign up today!,"Convenient location, affordable rates, results you'll love. Join now!","gym los angeles, fitness center downtown la, personal trainer los angeles, young professional gym, affordable gym la",10000,500,15,150,5.0,3.0,0.3,10.0
Gym,"New York, USA",Students,high,Get Fit This Semester!,Student Gym Deals NYC,"Affordable gym membership for students.  Free weights, cardio, classes!","Student discounts available!  Best gym near NYU, Columbia, etc.",New York's top student gym! Get in shape & save money.,"student gym new york, cheap gym nyc students, university gym membership, college gym near me, affordable fitness student",35000,1500,50,500,4.29,3.33,0.33,10.0
Gym,"Paris, France",Health-conscious Adults,low,Get Fit in Paris!,Your Fitness Journey Starts Here,"Modern gym, top equipment. Join today!","Affordable fitness, expert trainers. Try us!",Achieve your fitness goals with us in Paris.,"gym paris, fitness paris, workout paris, personal trainer paris, health club paris",2300,85,1,75,3.7,1.18,0.88,75.0
Gym,"London, UK",Students,high,Student Gym Deals!,"Get Fit, London Students!",Affordable gym memberships for students. Free trial available!,Top-rated London gym with student discounts. Join now!,State-of-the-art equipment & student-friendly atmosphere.,"student gym london, cheap gym london students, university gym membership, fitness deals london students, best student gym near me",35000,1500,50,500,4.29,3.33,0.33,10.0
Gym,"Toronto, Canada",Health-conscious Adults,mid,Get Fit in Toronto!,Achieve Your Fitness Goals,Modern gym with expert trainers. Join today!,Affordable rates & state-of-the-art equipment.,Transform your body & mind. Free trial available!,"gym toronto, fitness toronto, personal trainer toronto, weight loss toronto, health club toronto",10000,500,15,150,5.0,3.0,0.3,10.0
Gym,"London, UK",Young Professionals,mid,"Get Fit, London!",Your London Fitness Journey Starts Here,"Modern gym, top equipment, flexible plans. Join today!","Personal training, group classes, amazing community. Sign up!",Achieve your fitness goals in the heart of London. Free trial!,"gym london, fitness london, personal trainer london, gym membership london, best gym london young professionals",10000,500,15,150,5.0,3.0,0.3,10.0
Gym,"Paris, France",Fitness Enthusiasts,mid,Get Fit in Paris!,Your Fitness Journey Starts Here,State-of-the-art gym in Paris.  Personal trainers & classes. Join today!,Achieve your fitness goals with our expert guidance. Free trial available!,Transform your body and mind.  Sign up for a free consultation.,"gym paris, fitness center paris, personal trainer paris, group fitness classes paris, best gym paris",10000,500,15,150,5.0,3.0,0.3,10.0
Gym,"Tokyo, Japan",Young Professionals,high,Transform Your Body in Tokyo,Get Fit. Join Our Gym Today!,"State-of-the-art gym in Tokyo. Personal training, group classes & more! Free trial available.",Achieve your fitness goals with our expert trainers. Modern equipment & convenient location.,"Young professional friendly gym! Build strength, improve health. Sign up now for a special offer.","gym tokyo, fitness tokyo, personal trainer tokyo, gym membership tokyo, workout tokyo",35000,1500,50,500,4.29,3.33,0.33,10.0
Gym,"Los Angeles, USA",Health-conscious Adults,high,Get Fit in LA!,Transform Your Body Today,State-of-the-art gym. Personal trainers. Free weights & cardio. Sign up now!,Achieve your fitness goals with our expert trainers and motivating atmosphere.,Limited-time offer: Free trial! Join the LA fitness revolution.,"gym los angeles, fitness center los angeles, personal trainer los angeles, weight loss los angeles, health club los angeles",35000,1500,50,500,4.29,3.33,0.33,10.0
Gym,"London, UK",Health-conscious Adults,low,Get Fit in London!,Your Fitness Journey Starts Here,Affordable gym memberships. State-of-the-art equipment. Join today!,Transform your body & mind.  Free trial available. Sign up now!,"Expert trainers, motivating classes. Achieve your fitness goals.","gym london, fitness london, health club london, personal trainer london, weight loss london",2345,45,1,87,1.92,2.22,1.93,87.0
Gym,"Berlin, Germany",Students,mid,"Fitter Students, Better Grades!",Student Gym Deals in Berlin,Affordable gym memberships for students. Top equipment & classes!,Get in shape with our student discounts! Free trial available.,Train near campus! Student-friendly hours & atmosphere.,"student gym berlin, cheap gym berlin students, university gym berlin, fitness student deals berlin, student discounts gym berlin",10250,450,12,150,4.39,2.67,0.33,12.5
Gym,"Los Angeles, USA",Fitness Enthusiasts,mid,Get Fit in LA!,Transform Your Body,State-of-the-art gym. Personal trainers. Free weights. Cardio. Join today!,Achieve your fitness goals with our expert guidance and supportive community.,Affordable gym memberships.  Month-to-month options available. Sign up now!,"gym los angeles, fitness center los angeles, personal trainer los angeles, weight loss los angeles, workout classes los angeles",10000,500,15,150,5.0,3.0,0.3,10.0
Gym,"Tokyo, Japan",Fitness Enthusiasts,low,Get Fit in Tokyo!,Tokyo's Best Gym,Modern gym with top equipment.  Free trial available!,Achieve your fitness goals. Personal trainers available.,Affordable fitness in the heart of Tokyo. Join today!,"ジム 東京, フィットネス 東京, トレーニング 東京, パーソナルトレーニング 東京, ダイエット 東京",3250,85,2,100,2.62,2.35,1.18,50.0
Gym,"Toronto, Canada",Fitness Enthusiasts,mid,Get Fit in Toronto!,Your Fitness Journey Starts Here,State-of-the-art gym. Personal trainers. Free weights & cardio. Join today!,Achieve your fitness goals with our expert trainers & supportive community.,Transform your body & mind.  Affordable memberships & flexible hours.,"gym toronto, fitness toronto, personal trainer toronto, weight loss toronto, workout classes toronto",10000,500,15,150,5.0,3.0,0.3,10.0
Gym,"Munich, Germany",Young Professionals,low,"Fitter, Faster, Stronger!",Your Munich Fitness Journey Starts Here,Modern gym in Munich. Free trial!  Get fit with us.,"Top equipment, expert trainers.  Sign up today!",Affordable memberships for young professionals. Join now!,"Fitnessstudio München, Gym München Innenstadt, Personal Trainer München, Fitnesskurse München, Young Professionals Gym Munich",2350,45,1,87,1.91,2.22,1.93,87.0
Gym,"Paris, France",Young Professionals,high,Get Fit in Paris!,Your Parisian Fitness Journey,"Modern gym, top equipment, expert trainers. Free trial!",Achieve your fitness goals with our personalized plans.,Join our vibrant community and transform your body.,"gym paris, fitness paris, personal trainer paris, young professional gym paris, best gym paris",35000,1800,55,500,5.14,3.06,0.28,9.09
Gym,"Sydney, Australia",Health-conscious Adults,high,Get Fit in Sydney!,Transform Your Body,State-of-the-art gym. Personal trainers. Free weights. Cardio equipment. Join today!,Achieve your fitness goals with our expert trainers and supportive community.,Sydney's best gym!  Affordable memberships & amazing results. Sign up now!,"gym sydney, fitness sydney, personal trainer sydney, weight loss sydney, health club sydney",35000,1800,50,500,5.14,2.78,0.28,10.0
Gym,"Munich, Germany",Young Professionals,mid,"Fitter, Stronger, You!",Munich's Best Gym - Join Now!,"Modern gym, top equipment, personal training. Free trial!","Shape your body, boost your confidence. Affordable memberships.","Get fit, meet your goals.  Classes, personal training, and more!","fitness studio munich, gym near me munich, personal trainer munich, young professionals gym munich, affordable gym munich",10000,500,15,150,5.0,3.0,0.3,10.0
Gym,"Berlin, Germany",Health-conscious Adults,low,Fitter in Berlin!,Your Fitness Journey Starts Here,Modern Gym. Top Equipment. Affordable Prices. Join today!,Get in shape with our expert trainers. Free trial available!,Achieve your fitness goals. Sign up for a free consultation.,"fitness studio berlin, gym berlin, personal trainer berlin, workout berlin, health club berlin",2345,45,1,78,1.92,2.22,1.73,78.0
Gym,"Munich, Germany",Students,mid,Fitter in Munich!,Student Gym Deals,Affordable gym near TUM! Get in shape with our student discounts.,"Best gym in Munich for students. Top equipment, great atmosphere.",Student memberships starting at €19.99. Sign up today!,"student gym munich, cheap gym munich students, fitness studio munich studenten, gym near TUM, university gym munich",10000,500,15,150,5.0,3.0,0.3,10.0
Gym,"Los Angeles, USA",Young Professionals,mid,Get Fit in LA!,Your Fitness Journey Starts Here,"Modern gym, top equipment, classes, & personal trainers. Join today!",Achieve your fitness goals with our expert trainers & motivating atmosphere.,Affordable membership plans! Free trial available. Transform your body.,"gym los angeles, fitness center downtown la, young professional gym, personal trainer los angeles, fitness classes near me",10000,500,15,150,5.0,3.0,0.3,10.0
Hair Salon,"Toronto, Canada",Fashion-conscious Young Adults,mid,Trendy Toronto Haircuts,Style Your Best Hair Yet,Book your appointment today!  Get the latest looks.,Fashionable cuts & colors.  Experts in styling.,Top Toronto salon.  Modern & edgy hairstyles.,"hair salon toronto, trendy haircuts toronto, hair stylist toronto, fashion hair toronto, young adult hairstyles",10000,500,15,150,5.0,3.0,0.3,10.0
Hair Salon,"Paris, France",Professionals,high,Stylish Cuts for Busy Pros,"Professional Hair, Parisian Style","Quick, elegant cuts & color. Book online!","Expert stylists, convenient location. Near metro.",Top-rated salon for professionals. Special offers.,"coiffure paris professionnels, coupe de cheveux professionnel paris, salon de coiffure professionnel paris, coiffeur paris centre, réservation coiffure professionnel paris",35000,1500,50,500,4.29,3.33,0.33,10.0
Hair Salon,"Tokyo, Japan",Local Residents,low,Stylish Haircuts in Tokyo,Tokyo's Best Hair Salon,Book your appointment today!  Affordable prices & expert stylists.,Experience luxury hair care in the heart of Tokyo.  Call now!,"Great cuts, color & styling.  Convenient location in Tokyo.","ヘアサロン 東京, 美容室 東京, カット 東京, カラー 東京, ヘアスタイル 東京",2345,45,1,75,1.92,2.22,1.67,75.0
